ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
239,42,246882,1999-09-20,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,0,2015-01-26,Vehicle Theft,,Trivial Damage,,NC,Northbrook,10,1,NO,0,0,NO,5600,700,700,4200,Audi,A3,2007,N
269,41,797613,1990-10-19,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,23,1,YES,0,0,NO,79300,15860,15860,47580,Saab,92x,2007,N
80,27,193442,1996-08-05,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N
279,41,389238,2001-06-06,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,5600,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,NO,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N
165,33,760179,2007-03-25,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,-22800,2015-02-15,Parked Car,,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N
350,54,939905,2013-10-31,OH,500/1000,500,1495.1,0,609374,MALE,College,other-service,50500,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,NO,93480,15580,7790,70110,Chevrolet,Malibu,2014,N
295,49,872814,1992-06-13,IL,100/300,500,1141.62,0,451672,MALE,College,prof-specialty,10000,2015-01-01,Vehicle Theft,,Minor Damage,,WV,Columbus,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N
464,61,632627,1990-10-07,OH,500/1000,1000,1125.37,0,604450,FEMALE,Associate,prof-specialty,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,NO,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y
118,28,283414,1991-12-28,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,handlers-cleaners,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,NO,74200,7420,14840,51940,Volkswagen,Passat,1997,N
298,47,163161,1998-11-11,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,machine-op-inspct,28800,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,NO,0,0,NO,70590,10860,10860,48870,Saab,93,2000,Y
87,31,853360,2009-06-26,IN,500/1000,1000,1074.07,0,451312,FEMALE,Masters,sales,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y
261,42,776860,2009-01-11,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,NO,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N
453,60,149367,2003-03-18,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,craft-repair,13800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,NO,70000,14000,7000,49000,Ford,F150,2015,Y
210,41,395269,2012-11-02,IL,500/1000,500,1222.75,0,432781,MALE,High School,exec-managerial,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,NO,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N
168,32,981123,2000-05-04,IN,100/300,1000,1059.52,0,452748,MALE,MD,protective-serv,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,NO,1,1,NO,57720,14430,9620,33670,Saab,93,2007,N
390,51,143626,1999-09-29,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,0,2015-02-24,Vehicle Theft,,Minor Damage,,VA,Northbrook,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N
258,46,648397,1999-03-09,IN,100/300,1000,1110.37,10000000,455365,MALE,MD,machine-op-inspct,-22400,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,NO,47700,4770,9540,33390,Accura,MDX,1997,Y
107,31,154982,1991-02-13,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,machine-op-inspct,-1100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N
225,41,330591,1993-08-05,OH,500/1000,2000,1103.58,0,475292,MALE,High School,exec-managerial,5000,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,NO,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y
164,38,319232,1997-10-31,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,44300,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N
245,39,531640,2001-04-21,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,adm-clerical,58000,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,NO,0,1,NO,72820,13240,6620,52960,BMW,3 Series,2010,N
255,41,368050,2013-01-08,IL,500/1000,2000,1167.3,4000000,618123,MALE,High School,priv-house-serv,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,NO,69300,13860,13860,41580,Volkswagen,Passat,2000,N
206,36,253791,2009-07-23,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-service,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y
203,38,155724,1998-02-20,IL,250/500,500,1394.43,0,606352,FEMALE,Masters,other-service,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,NO,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y
22,25,824540,2008-03-13,OH,250/500,2000,1053.24,0,603527,FEMALE,College,prof-specialty,51100,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N
211,35,717392,1996-08-20,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,NO,42000,7000,7000,28000,BMW,X5,2011,N
206,39,965768,2014-07-27,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,-22500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N
166,38,414779,1992-11-09,IL,100/300,2000,1588.55,0,435758,MALE,MD,protective-serv,27500,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,NO,40320,5760,5760,28800,Suburu,Impreza,2001,N
165,32,428230,2012-06-04,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,tech-support,70500,2015-02-08,Parked Car,,Minor Damage,Police,PA,Northbrook,9,1,NO,2,0,NO,3960,330,660,2970,BMW,M5,1998,N
274,43,517240,2001-05-13,OH,100/300,2000,1352.31,0,465263,MALE,College,farming-fishing,-6600,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,Y
81,28,469874,2011-09-17,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,sales,42400,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,NO,1,2,NO,44730,4970,4970,34790,Saab,92x,2000,Y
280,45,718428,2011-07-15,IN,250/500,1000,1397.67,0,607889,MALE,JD,machine-op-inspct,57900,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,N
194,39,620215,2005-07-27,IN,250/500,500,823.17,0,455689,MALE,Masters,adm-clerical,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,NO,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N
112,27,618659,2005-10-18,OH,100/300,500,965.13,0,450341,FEMALE,Masters,tech-support,5200,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,NO,0,1,NO,51000,8500,8500,34000,Nissan,Pathfinder,2013,N
24,33,649082,1996-01-19,IL,500/1000,1000,1922.84,0,431277,FEMALE,High School,machine-op-inspct,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,NO,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N
93,32,437573,2005-09-29,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,-300,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,NO,1,1,NO,78120,17360,8680,52080,BMW,3 Series,2006,N
171,34,964657,1997-02-18,IN,250/500,2000,1277.25,0,605169,FEMALE,College,exec-managerial,84900,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,NO,69200,13840,6920,48440,Volkswagen,Passat,1996,Y
200,40,932502,2010-05-11,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sales,24900,2015-01-01,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,9,1,NO,0,0,NO,3690,410,410,2870,Ford,Escape,2015,N
120,28,434507,2009-02-06,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,tech-support,68900,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,NO,65500,6550,6550,52400,BMW,X5,2010,N
325,46,935277,2013-07-09,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,-31200,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,NO,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,N
124,32,756054,1992-06-06,IL,250/500,1000,1198.15,0,447925,FEMALE,MD,other-service,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995,N
211,35,682387,1998-03-08,OH,100/300,2000,1221.22,0,451586,MALE,Masters,machine-op-inspct,76000,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,NO,52030,9460,4730,37840,Mercedes,E400,2008,N
287,41,456604,2004-03-29,IL,500/1000,2000,968.74,0,477519,MALE,Masters,transport-moving,-49000,2015-01-19,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,NO,2,3,NO,5170,470,940,3760,Suburu,Forrestor,2001,N
122,34,139872,2006-06-01,IN,250/500,1000,1220.71,0,603639,MALE,PhD,machine-op-inspct,29900,2015-02-27,Parked Car,,Minor Damage,,SC,Northbend,5,1,NO,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,N
22,29,354105,1994-06-08,IN,250/500,2000,1238.62,6000000,463993,MALE,MD,exec-managerial,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,NO,2,3,NO,70800,7080,14160,49560,Accura,MDX,2012,Y
106,31,165485,1998-02-12,IL,500/1000,2000,1320.75,0,441491,FEMALE,JD,farming-fishing,54100,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,NO,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011,N
398,58,515050,2000-11-16,OH,100/300,500,990.98,0,469429,FEMALE,Associate,exec-managerial,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,NO,99320,7640,15280,76400,Accura,TL,2002,Y
214,41,795686,2004-10-24,IL,500/1000,500,1398.51,4000000,472214,MALE,Masters,tech-support,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,NO,2,0,NO,64000,12800,6400,44800,BMW,X6,1996,Y
209,38,395983,2009-11-08,OH,100/300,500,1355.08,0,614945,FEMALE,MD,other-service,58100,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,NO,1,1,NO,47300,4730,4730,37840,Nissan,Pathfinder,2014,N
82,27,119513,1996-09-21,IL,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,-25100,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,NO,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y
193,41,217938,1995-07-16,OH,250/500,500,847.03,0,438555,FEMALE,JD,craft-repair,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,NO,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,2011,Y
134,32,203914,2001-06-09,OH,100/300,1000,1000.06,0,440961,FEMALE,PhD,farming-fishing,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,NO,1,0,NO,82720,7520,15040,60160,Audi,A3,2014,N
288,45,565157,2002-10-06,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,NO,2,1,NO,48060,10680,5340,32040,Mercedes,C300,2009,N
104,32,904191,1997-07-14,IN,250/500,500,1158.03,0,434247,MALE,High School,exec-managerial,-12700,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006,Y
431,54,419510,1994-11-11,OH,100/300,1000,1372.27,0,436547,FEMALE,Masters,craft-repair,17600,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,NO,63240,10540,10540,42160,Suburu,Forrestor,1997,N
101,33,575000,2012-06-23,OH,100/300,1000,1053.04,7000000,619540,FEMALE,Masters,other-service,7500,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,NO,54240,9040,9040,36160,Saab,93,2013,Y
375,50,120485,2007-02-18,OH,100/300,1000,1275.39,0,466283,MALE,Associate,sales,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1996,Y
461,61,781181,2005-06-27,OH,100/300,2000,1402.75,0,449557,MALE,JD,exec-managerial,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,NO,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006,N
428,59,299796,1999-09-29,IN,250/500,500,1344.36,7000000,473329,FEMALE,JD,prof-specialty,0,2015-02-06,Parked Car,,Minor Damage,,WV,Northbend,8,1,NO,2,3,NO,6500,1300,650,4550,Saab,92x,2013,N
45,38,589749,2006-05-14,IN,100/300,1000,1197.71,0,470117,MALE,Masters,machine-op-inspct,29000,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,NO,2,0,NO,78240,13040,13040,52160,Suburu,Legacy,2013,N
136,29,854021,2010-04-29,OH,100/300,500,1203.24,0,600702,FEMALE,JD,transport-moving,-4400,2015-02-05,Vehicle Theft,,Minor Damage,Police,NY,Columbus,9,1,NO,2,0,NO,6200,1240,620,4340,Honda,Accord,1999,N
216,36,454086,1992-11-10,IN,500/1000,1000,1152.4,0,615921,FEMALE,Associate,priv-house-serv,-42800,2015-01-25,Parked Car,,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,NO,6160,560,1680,3920,Mercedes,E400,2014,N
278,48,139484,1999-07-24,IN,500/1000,2000,1142.62,7000000,475588,FEMALE,MD,farming-fishing,-54000,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,NO,2,0,NO,76050,11700,11700,52650,Chevrolet,Silverado,1997,N
295,48,678849,1992-02-22,OH,500/1000,1000,1332.07,0,609409,FEMALE,MD,exec-managerial,-9400,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,2002,N
112,30,346940,2002-09-13,OH,500/1000,1000,1166.54,0,479852,FEMALE,Masters,prof-specialty,-11600,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,Neon,1997,Y
122,34,985436,2003-08-09,IL,250/500,500,1495.06,0,452249,FEMALE,Masters,prof-specialty,6700,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,2011,N
108,29,237418,2007-12-04,IN,500/1000,1000,1337.92,0,441536,FEMALE,PhD,armed-forces,71400,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012,N
14,28,335780,2002-07-22,OH,250/500,2000,1587.96,0,601617,FEMALE,Associate,craft-repair,-26900,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,NO,2,1,YES,71280,12960,12960,45360,Audi,A5,2012,Y
298,45,491392,1992-07-03,IL,500/1000,1000,1362.29,0,442598,MALE,High School,farming-fishing,-51100,2015-02-27,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,1999,N
276,46,140880,2005-03-29,IL,250/500,500,1448.84,0,430987,FEMALE,Masters,machine-op-inspct,-50000,2015-02-21,Parked Car,,Trivial Damage,Police,SC,Hillsdale,7,1,NO,0,1,NO,5940,660,660,4620,Toyota,Highlander,2015,N
47,37,962591,2008-03-16,IN,250/500,2000,1241.97,0,430104,MALE,High School,other-service,75400,2015-01-05,Parked Car,,Minor Damage,,NY,Hillsdale,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011,N
222,42,922565,1999-05-23,IL,250/500,500,1124.6,0,612904,MALE,Associate,armed-forces,0,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,NO,51740,11940,7960,31840,Jeep,Wrangler,2006,N
119,28,288580,2012-11-22,OH,250/500,2000,1079.92,0,430886,MALE,High School,machine-op-inspct,88800,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,NO,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007,Y
73,29,154280,1993-01-29,IL,250/500,1000,1447.78,0,467947,MALE,College,protective-serv,-24800,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,NO,44910,4990,4990,34930,Dodge,Neon,2001,N
8,31,425973,2003-02-11,IN,250/500,500,1229.16,4000000,604804,FEMALE,MD,transport-moving,-88300,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,NO,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014,N
294,44,477177,1990-08-15,IL,100/300,1000,1226.49,0,460308,FEMALE,PhD,farming-fishing,53900,2015-02-05,Vehicle Theft,,Trivial Damage,,WV,Riverwood,3,1,NO,0,1,NO,6100,610,1220,4270,Ford,Fusion,2002,N
324,46,648509,2010-03-06,IN,100/300,2000,897.89,6000000,618862,MALE,MD,tech-support,-41300,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,NO,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011,N
155,34,914815,1990-09-27,IN,100/300,500,1706.79,0,462479,MALE,Masters,protective-serv,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998,N
261,45,249048,2005-06-17,IL,250/500,1000,1254.18,0,457555,FEMALE,PhD,prof-specialty,-45100,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,NO,62590,11380,11380,39830,Volkswagen,Jetta,2003,N
245,40,144323,2001-09-14,IN,500/1000,500,885.08,0,459984,FEMALE,Masters,armed-forces,-31900,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998,N
235,39,651861,2011-01-07,IL,100/300,500,1046.58,4000000,434982,MALE,MD,tech-support,-31700,2015-01-24,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,1,1,NO,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010,N
53,36,125324,2003-09-13,OH,500/1000,2000,1712.68,0,614233,MALE,Associate,handlers-cleaners,72200,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,NO,2,0,YES,51100,10220,5110,35770,Audi,A3,2006,N
426,54,398102,1997-10-24,IL,500/1000,2000,1097.71,0,605258,FEMALE,Masters,adm-clerical,7300,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,NO,100800,16800,16800,67200,Dodge,Neon,1997,N
111,27,514065,2009-01-04,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,tech-support,51100,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,2009,N
86,26,391652,1998-10-12,OH,100/300,500,1382.88,7000000,434923,MALE,JD,tech-support,-30300,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,NO,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011,Y
296,46,922167,1993-02-23,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,craft-repair,0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,NO,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013,N
125,35,442795,1996-07-07,OH,500/1000,500,1054.83,7000000,446788,MALE,JD,tech-support,-51300,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,2007,Y
177,34,226330,2013-01-23,IL,100/300,2000,1057.77,0,477382,FEMALE,JD,tech-support,-57700,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,NO,1,1,NO,18000,2250,2250,13500,Audi,A3,2009,N
238,39,134430,2006-12-06,IN,250/500,2000,1488.02,0,600275,FEMALE,JD,protective-serv,-39200,2015-02-25,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,5500,1100,550,3850,Chevrolet,Tahoe,2010,N
81,25,524230,2014-02-23,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,tech-support,-16900,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,NO,1,0,NO,73920,13440,6720,53760,Honda,Civic,2003,Y
128,28,438817,2007-11-16,OH,500/1000,1000,986.53,0,472720,FEMALE,High School,adm-clerical,62700,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,2007,N
449,57,293794,1999-04-17,OH,250/500,2000,1440.68,0,442395,MALE,Associate,tech-support,25000,2015-02-09,Parked Car,,Minor Damage,,SC,Riverwood,8,1,YES,0,1,YES,5390,980,980,3430,Volkswagen,Passat,2008,N
252,39,868283,2006-02-06,IN,250/500,1000,1086.21,0,455340,MALE,JD,farming-fishing,11000,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,NO,1,2,NO,50490,5610,5610,39270,Nissan,Maxima,2001,N
359,47,828890,1993-10-20,OH,100/300,2000,1367.68,0,613247,FEMALE,MD,handlers-cleaners,0,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,2012,N
19,32,882920,2006-01-01,OH,500/1000,1000,1215.85,0,454985,MALE,High School,other-service,-47300,2015-01-02,Vehicle Theft,,Minor Damage,Police,VA,Hillsdale,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,Maxima,2015,N
73,26,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,farming-fishing,29300,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,9,3,NO,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003,N
285,44,212580,2014-07-05,IL,500/1000,1000,1594.45,0,452747,MALE,High School,handlers-cleaners,0,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,2006,N
196,36,602410,1996-01-16,IN,250/500,2000,1463.07,0,615611,MALE,MD,armed-forces,0,2015-01-24,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,3,1,NO,1,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,2001,Y
